,Standard name,S score (FLC-NoDrug),RNA Seq A17 in vs. out
3852,C7_01690W,1.2242031782,1.839
3853,C7_01700W,1.38436493364,1.778
3854,C7_01710W,0.158335878043,0.363
3855,C7_01720W,1.54069869544,-0.614
3856,C7_01730C,-1.23140354322,-1.428
3857,C7_01740C,-0.252081284263,-0.799
3858,C7_01750W,-1.00525674622,-1.417
3859,C7_01770W,-0.990527900434,1.214
3860,C7_01780W,-1.34729658803,-1.23
3861,C7_01800C,1.59759093821,-1.84
3862,C7_01840W,-0.257600783618,1.175
3863,C7_01850C,-0.934448465119,-0.443
3864,C7_01860W,-0.986482108078,0.604
3865,C7_01890C,-0.230321431495,0.385
3866,C7_01900W,-0.0541680037887,0.302
3867,C7_01910C,-1.55729652479,0.405
3868,C7_01930C,0.607212248574,0.038
3869,C7_01940C,0.180389624617,-0.808
3870,C7_01950W,0.0332177764932,-0.883
3871,C7_01960W,-0.532848599569,-0.256
3872,C7_01990C,-0.142850846455,-1.542
3873,C7_02000C,-0.398222456267,-3.239
3874,C7_02010C,1.3754162986,-1.701
3875,C7_02020W,0.986306494716,-0.819
3876,C7_02040C,-0.48207055128,-1.388
3877,C7_02050C,1.32621910816,-0.362
3878,C7_02070W,0.279053372312,0.006
3879,C7_02080W,0.613648073555,0.406
3880,C7_02090C,1.3948580004,-0.693
3881,C7_02100W,0.131439180034,2.2
3882,C7_02110W,1.48677553349,-0.758
3883,C7_02120C,1.16512234085,0.759
3884,C7_02130W,-0.823232912255,1.218
3885,C7_02140W,-0.225034319238,2.981
3886,C7_02150C,0.50201380506,1.962
3887,C7_02160W,-0.464815749013,-0.059
3888,C7_02170C,1.34912836509,0.243
3889,C7_02180C,-0.527049818057,0.333
3890,C7_02190W,-0.813835307514,-2.431
3891,C7_02200W,0.430618473954,-1.184
3892,C7_02210W,-0.181242439221,0.614
3893,C7_02220C,0.031329843782,-1.657
3894,C7_02230W,-0.804597557222,0.215
3895,C7_02240W,0.847430350847,-1.566
3896,C7_02250W,0.630986949449,-1.191
3897,C7_02260W,-0.305091459978,-3.559
3898,C7_02270W,0.807138345058,-2.209
3899,C7_02280W,0.469706159665,-3.384
3900,C7_02290W,0.408557113823,0.031
3901,C7_02300W,-1.92734243941,0.202
3902,C7_02310C,0.0385164621992,0.065
3903,C7_02330W,-0.31078026344,-1.317
3904,C7_02340C,0.448950164657,0.03
3905,C7_02350C,-0.0737239453592,-0.524
3906,C7_02360W,-1.74150340238,0.543
3907,C7_02370W,-1.14434009555,-1.387
3908,C7_02380C,-0.190983751093,0.806
3909,C7_02390W,-0.215000632211,-0.045
3910,C7_02420C,-1.13386386949,-1.119
3911,C7_02430C,1.60836660784,-1.486
3912,C7_02450W,-1.21055015555,1.015
3913,C7_02460C,-1.65875564042,-0.271
3914,C7_02470C,0.656675270813,0.63
3915,C7_02490W,-0.385560762451,0.423
3916,C7_02500C,0.316938767581,0.796
3917,C7_02520W,0.384964031849,-0.996
3918,C7_02530C,-0.672519115651,-1.236
3919,C7_02540W,-1.77345350291,-0.584
3920,C7_02560W,-0.709450840027,-0.363
3921,C7_02570C,-0.984790073349,1.394
3922,C7_02600C,-0.78495725428,-2.076
3923,C7_02610C,0.441233689842,-2.704
3924,C7_02630W,0.101856473129,-0.304
3925,C7_02650W,-1.11676331937,0.077
3926,C7_02660C,-1.06619597719,1.053
3927,C7_02670W,0.483503172806,0.37
3928,C7_02690C,-0.886429263693,0.356
3929,C7_02750W,0.433592974698,2.374
3930,C7_02760W,0.656400878679,1.332
3931,C7_02800W,1.35564219719,-1.181
3932,C7_02810W,-1.0555800672,-0.811
3933,C7_02830C,-1.69051199052,2.108
3934,C7_02840C,0.290760037482,3.293
3935,C7_02850W,-0.999118845698,0.64
3936,C7_02860C,0.412003639327,-0.222
3937,C7_02880C,-0.0504403006572,1.592
3938,C7_02890C,-0.73239984912,-0.363
3939,C7_02910W,0.560567801179,-3.378
3940,C7_02920W,1.87576483171,4.055
3941,C7_02960C,0.768644754939,-0.473
3942,C7_02970W,-1.48464242516,0.63
3943,C7_02990W,1.74863362219,-0.615
3944,C7_03010W,-0.111378001137,-0.67
3945,C7_03020C,2.51771548895,-0.645
3946,C7_03030W,0.550009354651,-0.863
3947,C7_03040W,-1.16726802143,1.011
3948,C7_03060C,0.0119309487404,0.77
3949,C7_03080W,-0.208354443895,0.071
3950,C7_03090C,1.15092665544,1.636
3951,C7_03110W,0.158239553372,1.068
3952,C7_03140W,-0.225313006647,-1.464
3953,C7_03150W,0.157658264797,-2.067
3954,C7_03160W,1.18246685818,-0.341
3955,C7_03170W,0.706233928725,-0.427
3956,C7_03180C,-0.829819117092,-1.534
3957,C7_03190C,0.0295262374294,0.341
3958,C7_03200C,-0.291548645231,-0.626
3959,C7_03220C,-0.0732725225995,-0.078
3960,C7_03230C,1.83774082986,0.519
3961,C7_03240W,-0.881321531631,0.987
3962,C7_03260C,0.728904805718,-0.173
3963,C7_03270W,-0.330477849631,-0.13
3964,C7_03280C,-0.815393173502,-1.366
3965,C7_03290C,-0.477201351202,-1.264
3966,C7_03300C,0.174689915136,4.229
3967,C7_03310W,0.851365960617,6.919
3968,C7_03320C,0.358327168027,0.418
3969,C7_03330C,1.6507949423,1.019
3970,C7_03340C,1.46707589644,-0.843
3971,C7_03350C,0.0397107262127,1.833
3972,C7_03360W,-0.107298145852,0.125
3973,C7_03370C,1.28575657092,0.74
3974,C7_03380W,0.978762223244,0.246
3975,C7_03410C,-1.37783620887,1.659
3976,C7_03420C,-2.6223437397,-1.163
3977,C7_03440W,-0.42174205344,0.268
3978,C7_03450C,-0.565621402994,0.04
3979,C7_03460W,0.393808610464,-0.622
3980,C7_03470W,-0.0401934093891,-0.245
3981,C7_03480W,-0.673555676619,-1.694
3982,C7_03490W,-2.02667284938,-0.423
3983,C7_03500W,-0.00579564310704,0.371
3984,C7_03520W,-0.507137505451,-0.212
3985,C7_03530C,0.854557410701,0.191
3986,C7_03550C,0.437777252738,-1.598
3987,C7_03560W,-0.576555801219,-3.373
3988,C7_03570W,-0.933307004547,2.15
3989,C7_03580C,-0.558955033429,0.223
3990,C7_03590C,-1.85962605423,-0.942
3991,C7_03600W,-0.749447861678,-1.5
3992,C7_03610C,-0.488700446602,0.126
3993,C7_03620C,0.715148258535,-0.82
3994,C7_03650W,-0.697676848365,1.835
3995,C7_03680W,-1.17562250679,0.095
3996,C7_03690W,0.43741231773,-0.031
3997,C7_03720C,-0.0991447049739,1.187
3998,C7_03730C,0.122110061258,-0.556
3999,C7_03740C,0.720678386822,-4.293
4000,C7_03760W,0.875288253118,-1.445
4001,C7_03780C,-1.03751767049,3.697
4002,C7_03800W,-1.26230634699,-0.385
4003,C7_03810W,0.322563358013,-0.149
4004,C7_03820C,-1.017892457,-0.807
4005,C7_03830C,1.30365949814,0.736
4006,C7_03840W,0.0452158470997,-1.161
4007,C7_03860W,-0.531771415307,-0.699
4008,C7_03870W,0.4079102624,-0.329
4009,C7_03880C,-0.316112160688,0.143
4010,C7_03890C,0.745106640665,-1.873
4011,C7_03900W,-0.215000632211,-1.414
4012,C7_03910W,-1.35146287476,-0.711
4013,C7_03920C,0.481775871839,-0.631
4014,C7_03930C,0.143564097984,1.712
4015,C7_03950C,-0.512637747768,
4016,C7_03960C,-1.17681743832,-0.991
4017,C7_03970C,1.1810537637,0.338
4018,C7_03980W,-0.802815517786,0.555
4019,C7_03990C,-0.606074888139,-0.041
4020,C7_04000W,0.0589445478331,0.582
4021,C7_04030C,-1.68086807583,-1.134
4022,C7_04040C,0.378816666396,0.232
4023,C7_04050W,-0.109521819294,-0.212
4024,C7_04060W,1.06082349311,-0.964
4025,C7_04070C,-2.18708949373,6.095
4026,C7_04080C,-0.50283552843,-0.132
4027,C7_04090C,-0.993368925388,-0.03
4028,C7_04100C,-1.36944038616,0.226
4029,C7_04110W,-0.721398796442,0.406
4030,C7_04120W,-1.90722409959,0.981
4031,C7_04140C,-1.6952495443,-0.558
4032,C7_04160W,-2.37949466984,-1.73
4033,C7_04180W,-1.7684649801,2.685
4034,C7_04200C,0.676433010569,-1.079
4035,C7_04210C,-3.05329172101,0.152
4036,C7_04220W,-0.684929889986,0.834
4037,C7_04240C,0.513421961176,0.494
4038,C7_04250W,0.22571178908,-1.253
4039,C7_04260W,-0.296838924268,-0.637
4040,C7_04280C,0.672848633376,0.467
4041,C7_04290W,-1.19999846887,-0.341
4042,C7_04310C,-0.650602822862,1.216
4043,C7_04320W,-0.164496795535,0.198
4044,C7_04330C,-0.381522123222,1.513
4045,C7_04340C,-0.726340269789,1.428
4046,C7_04360C,-0.798030520398,-0.232
4047,CR_00010C,-0.429682211884,-0.65
4048,CR_00020W,0.0403188084946,1.787
4049,CR_00030W,-0.449645314372,
4050,CR_00040C,-0.520050093524,0.049
4051,CR_00060C,0.5378459939,-0.523
4052,CR_00070W,0.264944129943,-0.145
4053,CR_00080W,-2.09687453135,0.765
4054,CR_00090C,0.761912204404,1.659
4055,CR_00110W,0.685945154293,-0.55
4056,CR_00120C,1.56710833869,0.325
4057,CR_00130C,-0.492464436041,2.348
4058,CR_00140W,-2.47031712488,0.1
4059,CR_00150C,-0.189495636065,0.106
4060,CR_00160C,-0.49422920986,-0.553
4061,CR_00170W,1.1119223726,-0.949
4062,CR_00180C,0.0867768551767,2.353
4063,CR_00190W,-1.3473804239,-0.949
4064,CR_00200W,-0.777334222258,-0.809
4065,CR_00210W,-0.0938839148383,1.134
4066,CR_00220W,0.295372552089,-0.631
4067,CR_00240W,-1.52003165782,0.388
4068,CR_00260W,-1.53630269322,0.797
4069,CR_00270C,-0.459438471923,3.012
4070,CR_00280C,0.115048807232,2.928
4071,CR_00290W,-0.95668863662,3.396
4072,CR_00300W,-0.474087853528,1.873
4073,CR_00310C,0.374439973629,-2.671
4074,CR_00320C,0.142877379683,-0.103
4075,CR_00330C,-1.52478964471,-0.624
4076,CR_00340C,-0.531390543557,-0.997
4077,CR_00360C,-0.64377534393,-0.769
4078,CR_00370W,0.480474319163,-1.016
4079,CR_00380W,-0.775809271224,0.824
4080,CR_00390W,-0.258611863432,-0.12
4081,CR_00420W,-0.568637586826,0.942
4082,CR_00430C,-0.195663118601,0.168
4083,CR_00450C,0.91354348841,-0.404
4084,CR_00470W,-0.286143522429,0.402
4085,CR_00500C,-0.0523221567726,1.239
4086,CR_00530W,-1.07459777299,1.811
4087,CR_00550W,-0.792621157591,1.5
4088,CR_00560W,1.20682603273,-1.664
4089,CR_00590W,1.18017644471,-1.023
4090,CR_00600C,-0.465854277484,-0.291
4091,CR_00610W,-0.664239615628,-0.312
4092,CR_00620C,-0.626823807752,1.034
4093,CR_00630W,-2.62815052813,-0.825
4094,CR_00650W,0.68268952234,2.379
4095,CR_00660W,0.267276204535,-0.762
4096,CR_00670C,-1.27834504531,-0.042
4097,CR_00690C,0.688019399142,0.793
4098,CR_00700W,-1.80852514644,-0.174
4099,CR_00730C,-0.773210405327,
4100,CR_00740C,-0.401190688016,1.247
4101,CR_00750C,-1.75807732201,0.406
4102,CR_00760C,-2.46188761547,-0.854
4103,CR_00770W,-1.98363103637,
4104,CR_00780C,-1.43375997421,0.405
4105,CR_00790C,0.293873253103,1.484
4106,CR_00830W,0.75874313247,-0.952
4107,CR_00840C,-2.72312415176,
4108,CR_00850C,-3.19718935609,-1.281
4109,CR_00870C,-0.317462665875,0.602
4110,CR_00880W,0.336365899238,0.122
4111,CR_00900W,-0.734528686984,-1.204
4112,CR_00910W,-0.471158031298,-2.022
4113,CR_00920W,-0.0104159409572,1.848
4114,CR_00930W,-1.21176951095,1.167
4115,CR_00970W,0.345255355946,1.438
4116,CR_00980C,0.445110896627,-0.288
4117,CR_01000C,-0.362199049631,-2.595
4118,CR_01010W,-0.847268847711,-1.563
4119,CR_01020C,-2.23044337787,-0.757
4120,CR_01030W,-0.707729415998,-1.591
4121,CR_01070W,-0.505688334237,-0.173
4122,CR_01090W,-0.718324663908,-0.75
4123,CR_01100C,0.71687079675,0.931
4124,CR_01130W,0.596695837032,-0.248
4125,CR_01150C,-1.46907163985,0.836
4126,CR_01160W,-1.39565673353,0.078
4127,CR_01170W,-1.45568887914,-0.255
4128,CR_01190C,0.91802478642,0.258
4129,CR_01200W,1.29751007416,-0.252
4130,CR_01210C,0.0372539348694,1.537
4131,CR_01220W,-0.968180414118,1.663
4132,CR_01240C,0.234346689324,-0.998
4133,CR_01250C,0.129333875724,2.524
4134,CR_01260W,0.669333105615,0.874
4135,CR_01270C,-0.180512255826,-0.987
4136,CR_01280C,-0.789149013849,0.961
4137,CR_01290C,-0.363310910918,0.49
4138,CR_01320C,0.160994766339,-0.746
4139,CR_01330W,-0.274569898444,1.145
4140,CR_01340W,-1.16298724695,-0.91
4141,CR_01380W,0.0842896589965,0.032
4142,CR_01400W,0.420302987296,3.374
4143,CR_01410C,-0.162089101173,0.225
4144,CR_01440C,-1.63584375317,-0.074
4145,CR_01450C,1.18592545172,
4146,CR_01460C,0.307743436374,-2.703
4147,CR_01470W,0.805715344829,-0.497
4148,CR_01490C,0.0091906609804,0.007
4149,CR_01500W,-0.234333518376,0.526
4150,CR_01510C,1.48113124445,1.752
4151,CR_01520W,0.0183130755026,-0.85
4152,CR_01530C,0.502553106794,2.631
4153,CR_01540W,-0.646072929943,-1.089
4154,CR_01550C,0.581242334726,1.658
4155,CR_01560W,0.707056224732,-0.028
4156,CR_01570W,-0.321034800961,0.922
4157,CR_01580C,-0.239967547728,-0.69
4158,CR_01590C,-0.363437110636,0.842
4159,CR_01600C,-1.80701789047,0.436
4160,CR_01610C,-0.819515930354,0.673
4161,CR_01630C,-0.915440350352,0.72
4162,CR_01640C,0.619878718482,0.926
4163,CR_01650W,-0.179667559099,1.021
4164,CR_01670W,0.566543361012,1.358
4165,CR_01710W,-0.774066163822,-0.046
4166,CR_01720W,0.0325527868336,0.121
4167,CR_01730W,1.32829268921,1.836
4168,CR_01740W,0.739968536736,0.625
4169,CR_01770C,-1.58252559354,-0.236
4170,CR_01780W,-1.20703934651,0.314
4171,CR_01790C,-0.0995234147912,-0.061
4172,CR_01800C,0.317220406438,-0.003
4173,CR_01810C,0.535614023467,-2.124
4174,CR_01820W,-0.335704705844,-0.2
4175,CR_01830C,0.588307456784,1.593
4176,CR_01840W,0.105968542707,0.089
4177,CR_01850C,1.26395889671,0.515
4178,CR_01860W,-0.0656230081729,2.838
4179,CR_01870C,-0.191917019098,6.688
4180,CR_01900C,0.100186634781,-0.327
4181,CR_01910C,-1.55438592418,0.186
4182,CR_01920W,-0.70111353138,1.44
4183,CR_01930C,-0.0463818282695,5.16
4184,CR_01980C,1.2628319938,1.281
4185,CR_02020C,-0.913383764058,1.202
4186,CR_02030C,1.14283435551,-0.386
4187,CR_02040W,-0.432280594734,-0.227
4188,CR_02050C,-0.309044122126,0.048
4189,CR_02060W,-0.733729434532,1.797
4190,CR_02070C,0.791902228044,1.479
4191,CR_02080W,0.663039282262,
4192,CR_02100C,-0.196738425818,0.063
4193,CR_02120C,0.804574906126,-1.169
4194,CR_02130W,-0.318254594008,-1.573
4195,CR_02150W,-0.328634738501,-0.101
4196,CR_02160W,1.13944546154,-2.513
4197,CR_02170W,-0.295347270461,-0.202
4198,CR_02180W,0.512829385427,-0.329
4199,CR_02190C,-0.755569013574,-0.523
4200,CR_02210W,1.14678601243,1.731
4201,CR_02220C,0.178535797857,1.213
4202,CR_02230W,-0.420205120797,6.248
4203,CR_02240C,0.0529325730355,1.288
4204,CR_02260C,0.832903524986,-0.191
4205,CR_02270C,0.113813848261,-0.289
4206,CR_02280W,0.599667318948,1.738
4207,CR_02290W,-0.438947681975,1.305
4208,CR_02300C,-0.988724776387,1.708
4209,CR_02310C,-0.580312175681,
4210,CR_02320W,-0.962367821838,-1.635
4211,CR_02330C,0.023808743276,0.508
4212,CR_02340W,-0.722071473829,0.099
4213,CR_02350C,0.266617934831,0.092
4214,CR_02360W,-0.618124809947,0.967
4215,CR_02380C,-0.468636340043,0.566
4216,CR_02390W,-1.13192159296,0.714
4217,CR_02400W,-1.58565181755,1.349
4218,CR_02410W,-1.12998664184,-0.566
4219,CR_02430C,-0.309753509392,-0.578
4220,CR_02460W,-0.160116725138,-1.376
4221,CR_02470W,0.713916269727,-0.541
4222,CR_02480W,-0.0619890137052,2.784
4223,CR_02490W,0.0171151286496,-0.129
4224,CR_02510W,0.77467592452,-1.111
4225,CR_02560C,-0.447248912625,-0.583
4226,CR_02570C,-0.923170944119,2.194
4227,CR_02620C,-0.853936081688,-0.128
4228,CR_02640W,1.51123855536,0.555
4229,CR_02660C,0.411631047811,-1.179
4230,CR_02670C,-0.622658601124,0.207
4231,CR_02690W,-0.380059878482,2.141
4232,CR_02740W,-0.83603238764,3.054
4233,CR_02750C,-0.942758727771,-0.388
4234,CR_02760C,-0.0517224224428,-0.505
4235,CR_02780W,-0.263748983665,2.062
4236,CR_02790C,-0.133827628607,1.982
4237,CR_02800C,-2.0256232681,-1.518
4238,CR_02810W,1.49102647546,-1.573
4239,CR_02820W,-0.669867558917,0.052
4240,CR_02850C,-0.114751636005,-0.416
4241,CR_02870W,-0.398775612415,0.126
4242,CR_02880W,1.09625980731,1.811
4243,CR_02900W,0.118696624131,0.332
4244,CR_02910W,1.63109799112,0.453
4245,CR_02920C,1.86054685176,-1.883
4246,CR_02930W,-3.84004057231,-0.659
4247,CR_02940C,-0.908922701978,0.968
4248,CR_02960W,-0.679506807754,-0.035
4249,CR_02980C,0.295295069072,-1.273
4250,CR_03000C,-0.703961313055,0.03
4251,CR_03020C,-0.318440760218,0.43
4252,CR_03040C,0.277247460815,0.502
4253,CR_03050C,-0.314536305762,0.549
4254,CR_03060W,-1.52492762963,0.8
4255,CR_03070W,-0.237698367498,-0.405
4256,CR_03080C,-0.191978414295,0.425
4257,CR_03120W,-0.145737969774,-0.746
4258,CR_03130W,-2.28973543038,0.157
4259,CR_03140C,0.0201852123408,0.386
4260,CR_03150W,-1.55911896673,-0.108
4261,CR_03160W,-2.17961503348,-0.762
4262,CR_03180W,0.0485356678844,0.502
4263,CR_03190C,0.11397073968,-2.558
4264,CR_03220C,-0.314238505154,0.42
4265,CR_03230W,0.0501051236423,-1.076
4266,CR_03250C,0.200970952591,-1.123
4267,CR_03260W,-0.32917165213,-1.208
4268,CR_03280W,0.984691948054,-1.788
4269,CR_03290C,0.0617205045188,-0.864
4270,CR_03300C,0.537071854345,0.997
4271,CR_03310C,-0.174969531085,-1.215
4272,CR_03320C,0.709695454607,-1.33
4273,CR_03330W,-1.60937346927,0.487
4274,CR_03370C,0.434502120705,-0.523
4275,CR_03390C,0.3630258213,-0.049
4276,CR_03410W,0.493659592735,-0.347
4277,CR_03420C,0.628236967002,0.592
4278,CR_03440W,1.24332842998,-0.374
4279,CR_03450W,0.47878135599,
4280,CR_03470W,0.277898550018,3.038
4281,CR_03480W,0.275903634725,1.906
4282,CR_03490W,-0.0991631463312,0.895
4283,CR_03500W,1.8279256927,0.78
4284,CR_03510W,0.300282179118,1.701
4285,CR_03520C,-0.547048766819,1.439
4286,CR_03540W,0.475706908488,0.764
4287,CR_03550W,-2.01841196628,-1.238
4288,CR_03560W,-1.54181094848,0.159
4289,CR_03580C,-1.47391892957,4.349
4290,CR_03590C,0.20459514903,-0.314
4291,CR_03610C,-0.252211711308,-0.686
4292,CR_03620C,-0.2935477424,-0.481
4293,CR_03630W,-0.0554118753305,-1.208
4294,CR_03640C,-0.983485282784,-0.181
4295,CR_03660C,0.246928583635,0.47
4296,CR_03670W,0.223262806925,-0.874
4297,CR_03690W,-0.698966317298,0.21
4298,CR_03700C,0.533363289064,-1.179
4299,CR_03710C,0.497367598214,-1.335
4300,CR_03730C,-1.15541183592,-1.54
4301,CR_03760W,-0.387837229073,-0.299
4302,CR_03770C,-0.846109746116,-1.318
4303,CR_03780C,-1.01496342004,0.183
4304,CR_03790C,-0.502440350713,0.238
4305,CR_03800C,-0.667623367078,0.329
4306,CR_03810W,-0.627395348115,-0.166
4307,CR_03820C,-1.02802633,-0.401
4308,CR_03840C,0.416866333101,-2.089
4309,CR_03850W,0.94408638961,0.488
4310,CR_03860C,0.226268408641,1.072
4311,CR_03870W,-0.449673901859,0.955
4312,CR_03880W,1.41852060262,-1.038
4313,CR_03890W,0.253556170909,3.299
4314,CR_03900W,-0.215000632211,0.252
4315,CR_03920C,-0.742142478544,0.359
4316,CR_03970C,-1.50249180519,1.235
4317,CR_03980W,-0.100755058904,-0.006
4318,CR_04060C,-0.357419646375,2.016
4319,CR_04070W,0.515956853154,0.031
4320,CR_04120C,0.137832857054,2.304
4321,CR_04130C,-0.357165533331,0.027
4322,CR_04150W,0.411302663891,-0.29
4323,CR_04190W,-0.204508258394,0.394
4324,CR_04210C,-1.43028091175,-0.211
4325,CR_04220C,-0.820834311267,1.019
4326,CR_04230W,-0.948460282876,-0.201
4327,CR_04250W,-1.39058618935,0.56
4328,CR_04270C,-0.774689896719,0.349
4329,CR_04275W,-2.01640628794,-1.063
4330,CR_04290W,-1.13392221953,-0.321
4331,CR_04300W,-0.733873942475,0.469
4332,CR_04350C,0.191702383802,0.628
4333,CR_04390C,-0.0759816723546,0.175
4334,CR_04400W,-0.361309715303,1.453
4335,CR_04410W,1.39907361675,1.35
4336,CR_04420C,-0.36850262973,1.721
4337,CR_04430W,-2.08560711049,5.781
4338,CR_04440C,-0.752158622541,2.645
4339,CR_04460C,0.0408382722184,0.504
4340,CR_04480C,1.46122771151,-0.582
4341,CR_04490C,0.0269520859556,0.014
4342,CR_04500C,-0.909655421519,1.138
4343,CR_04510W,0.295158029576,-1.291
4344,CR_04530W,-0.161535980618,1.336
4345,CR_04570C,-0.879758184043,1.213
4346,CR_04580W,-0.0911720453583,0.458
4347,CR_04590C,0.245712053588,-0.715
4348,CR_04600W,-1.3697886453,-0.684
4349,CR_04610C,-1.1919170191,-0.557
4350,CR_04620C,-0.751344427712,0.815
4351,CR_04630C,-0.459226370105,-0.901
4352,CR_04640W,-0.806195086644,-0.866
4353,CR_04650W,0.384912209976,-0.02
4354,CR_04670C,0.82948325444,1.837
4355,CR_04680C,-0.540301026671,3.699
4356,CR_04690C,1.32752660219,
4357,CR_04700C,-1.49872040769,
4358,CR_04710W,-0.124689861172,-0.287
4359,CR_04720C,-0.0900230368228,-0.078
4360,CR_04730W,1.22628475318,0.71
4361,CR_04750W,-3.66988295251,-1.172
4362,CR_04760C,-0.654700185724,-1.547
4363,CR_04770C,-1.41453209574,1.443
4364,CR_04790W,-0.680324818772,-0.082
4365,CR_04800W,-0.0703069656287,0.526
4366,CR_04820W,-0.840097459343,0.008
4367,CR_04830C,-0.449465885848,-0.193
4368,CR_04840C,0.215999161824,-0.271
4369,CR_04860C,-1.20273179488,0.805
4370,CR_04870C,-0.331544537325,2.571
4371,CR_04880W,0.470998188673,1.887
4372,CR_04890W,-0.112365720001,1.072
4373,CR_04900C,-1.51831686099,7.862
4374,CR_04920W,-0.711081851846,0.335
4375,CR_04930W,-0.729573805041,-0.477
4376,CR_04940W,-0.239006095222,-0.828
4377,CR_04950W,-1.54778269075,-0.053
4378,CR_04960C,-0.25247533763,0.044
4379,CR_04970C,-0.00605374193967,-1.278
4380,CR_04980C,0.305889665599,5.568
4381,CR_04990C,0.396814186589,2.739
4382,CR_05000C,-0.63860670659,-1.659
4383,CR_05010W,0.706038225443,0.329
4384,CR_05020W,-0.179260596184,-0.429
4385,CR_05030W,0.378182375315,-0.642
4386,CR_05040W,0.923585125452,-1.217
4387,CR_05070W,0.0304844143791,
4388,CR_05090C,1.984285273,-3.807
4389,CR_05120W,0.247971344131,-0.879
4390,CR_05130C,0.417941897412,0.128
4391,CR_05150W,0.840683500367,0.736
4392,CR_05160C,-0.97551356083,0.796
4393,CR_05170C,-0.698332594589,-0.941
4394,CR_05190W,-0.847472058506,
4395,CR_05200C,1.28260713884,0.495
4396,CR_05210W,-0.411036912426,5.058
4397,CR_05220C,0.831793579268,0.896
4398,CR_05240C,-2.7811859259,-0.73
4399,CR_05250C,-1.22952104995,-0.619
4400,CR_05260C,-1.24873342742,-1.051
4401,CR_05270W,-1.06665053636,0.203
4402,CR_05280W,-0.0665422458095,0.037
4403,CR_05290W,-1.70510394659,-1.155
4404,CR_05300C,0.0728958341014,-0.823
4405,CR_05310W,0.0302303475407,0.52
4406,CR_05320C,0.22393772869,2.814
4407,CR_05340C,-0.600412962381,-0.346
4408,CR_05350W,-0.0121396664956,2.77
4409,CR_05360C,-0.387664212938,1.324
4410,CR_05370W,-0.525944420068,1.105
4411,CR_05380C,-0.238497813519,1.066
4412,CR_05390W,0.071899300791,2.579
4413,CR_05400C,-0.236607088401,
4414,CR_05410C,-1.97658819406,
4415,CR_05420W,-0.347828646535,1.184
4416,CR_05430W,0.339588219466,0.805
4417,CR_05440W,0.541609491101,0.681
4418,CR_05450C,-0.547575971298,1.84
4419,CR_05460W,-0.0961458149831,0.106
4420,CR_05470C,0.583619479869,-0.404
4421,CR_05480W,0.266819218177,1.715
4422,CR_05490W,1.197822446,0.626
4423,CR_05500C,-1.05539267458,0.922
4424,CR_05510W,-0.224139254459,0.379
4425,CR_05530C,1.39839027684,-0.677
4426,CR_05540C,0.87183157781,-0.315
4427,CR_05570C,-2.43628157811,-1.259
4428,CR_05580C,-1.52180744007,-1.949
4429,CR_05590C,1.11884515814,
4430,CR_05600C,-1.41550892668,
4431,CR_05610C,-1.27797806526,0.735
4432,CR_05640C,0.183049513047,-0.081
4433,CR_05670C,-1.26944841623,1.1
4434,CR_05680C,-0.400620724478,3.666
4435,CR_05690W,-1.01424031931,1.599
4436,CR_05710C,-1.01012303193,-0.199
4437,CR_05720W,0.341212930028,-0.109
4438,CR_05730C,-0.970949329745,-0.204
4439,CR_05740C,-0.101274896178,-0.358
4440,CR_05750W,-0.810909766881,0.296
4441,CR_05760C,-1.19836036652,0.381
4442,CR_05770W,0.0447917609305,-1.391
4443,CR_05790C,-0.594214467716,1.236
4444,CR_05800C,-0.832130609858,-0.174
4445,CR_05810C,-1.13113774481,
4446,CR_05820C,0.117940455399,
4447,CR_05830C,0.566530514388,1.236
4448,CR_05850W,-0.0053294519761,
4449,CR_05860W,-1.03826194518,1.871
4450,CR_05870W,0.0864489559007,
4451,CR_05880W,-0.110828332586,0.916
4452,CR_05890C,-0.234374807419,-0.402
4453,CR_05900W,-0.971228748259,0.934
4454,CR_05910W,-1.32405238671,-0.427
4455,CR_05920C,0.368650923358,-0.183
4456,CR_05930C,-0.015036500315,
4457,CR_05940W,-0.607806590784,1.058
4458,CR_05950C,-0.518467191251,-0.073
4459,CR_05970C,-0.184626983168,0.166
4460,CR_05980W,0.670149272761,0.478
4461,CR_05990C,-0.237937443488,-1.597
4462,CR_06000W,-0.251792663581,-1.62
4463,CR_06010W,0.267214852418,-0.125
4464,CR_06020W,-0.218481200946,-0.044
4465,CR_06030C,0.835625440859,0.657
4466,CR_06040W,-0.524104686741,1.164
4467,CR_06060W,-0.107963336724,-1.286
4468,CR_06070W,0.906185714309,0.977
4469,CR_06080W,-0.0231330778882,-0.214
4470,CR_06100C,-2.15668889903,-0.706
4471,CR_06110C,-0.529300059524,0.723
4472,CR_06130C,0.043733636189,6.77
4473,CR_06140W,-0.581048067413,-0.401
4474,CR_06170W,0.0431113432709,-0.466
4475,CR_06190C,-0.0751429686282,2.989
4476,CR_06200C,-0.467827247529,0.081
4477,CR_06210C,-0.484225586165,3.772
4478,CR_06220C,-0.511125278458,0.216
4479,CR_06230W,-1.21324017435,-0.593
4480,CR_06240C,-0.778297680792,0.611
4481,CR_06250W,0.741359521841,-0.179
4482,CR_06260W,0.261366855672,-0.154
4483,CR_06270W,-0.0880486089444,0.149
4484,CR_06290C,-0.208159149131,1.03
