,Standard name,S score (FLC-NoDrug),RNA Seq A17 in vs. out
1309,C2_03610W,-0.215000632211,0.293
1310,C2_03620W,0.520861140141,-0.615
1311,C2_03630W,-0.626426877938,0.947
1312,C2_03640W,1.47802161437,2.216
1313,C2_03660W,1.21498720853,2.753
1314,C2_03670W,2.6739680554,-1.699
1315,C2_03680W,4.0385404877,-0.069
1316,C2_03690C,0.75968827926,0.352
1317,C2_03700W,4.09485463038,2.21
1318,C2_03710W,-0.116147245285,2.774
1319,C2_03720W,1.09738369001,4.772
1320,C2_03730W,0.87692185723,
1321,C2_03740W,4.57941523414,
1322,C2_03750W,3.83424288681,1.212
1323,C2_03760C,3.68928816821,-2.294
1324,C2_03770C,0.521964961955,-1.545
1325,C2_03780C,0.487613457164,-0.997
1326,C2_03790C,-1.06239591447,-0.243
1327,C2_03800C,0.23245834476,-0.633
1328,C2_03830W,2.00739178913,-1.553
1329,C2_03840C,5.09658551845,-0.618
1330,C2_03850W,-1.7240142797,
1331,C2_03860W,1.16624855361,
1332,C2_03900C,-0.0259668078211,0.054
1333,C2_03910C,1.46482105485,0.002
1334,C2_03940C,-2.92924614988,-1.18
1335,C2_03970W,-0.0571209724295,0.463
1336,C2_03980C,-0.110549468246,0.645
1337,C2_04000C,-2.98551878609,-0.463
1338,C2_04010C,3.51435177785,-0.778
1339,C2_04040C,1.24443098643,-0.884
1340,C2_04050C,1.62934849733,-1.998
1341,C2_04060C,0.861620649392,-1.345
1342,C2_04070C,0.931840756118,1.017
1343,C2_04080W,2.80736718082,-1.272
1344,C2_04090W,-1.21500063221,0.032
1345,C2_04100W,0.266665501944,0.319
1346,C2_04110W,2.78499936779,0.671
1347,C2_04130W,-1.56863758683,-0.662
1348,C2_04140W,1.25093776537,0.918
1349,C2_04160W,0.825263238003,0.877
1350,C2_04170C,0.000728058844267,-0.605
1351,C2_04180C,-0.983053904161,-0.544
1352,C2_04190C,4.16870366026,-2.598
1353,C2_04210W,-0.215000632211,-0.444
1354,C2_04230W,0.213382892315,2.113
1355,C2_04250W,-2.43001352318,-0.024
1356,C2_04260W,2.67577029803,0.126
1357,C2_04280W,0.422429288404,-2.004
1358,C2_04290W,0.598586243558,-0.919
1359,C2_04300C,0.94938618569,0.964
1360,C2_04340C,1.99719602202,1.702
1361,C2_04360W,0.312246370654,0.009
1362,C2_04390W,0.63925773434,2.264
1363,C2_04400W,0.865919363172,-0.653
1364,C2_04410W,1.46682340776,-0.262
1365,C2_04420W,1.09841596282,1.483
1366,C2_04430W,2.763625717,1.96
1367,C2_04440W,1.19325833444,0.451
1368,C2_04450W,-0.304637844696,1.189
1369,C2_04460W,0.337540390818,1.574
1370,C2_04470W,0.564609299364,0.716
1371,C2_04480W,-2.56767225053,0.284
1372,C2_04490W,2.10692746268,0.419
1373,C2_04520C,2.12441488941,-0.419
1374,C2_04540C,2.42885555756,0.521
1375,C2_04560W,-2.74337960457,-0.701
1376,C2_04610C,1.617122195,-0.358
1377,C2_04660C,2.57098063905,-0.564
1378,C2_04670W,-2.54268799639,-1.465
1379,C2_04690C,1.05319547874,2.144
1380,C2_04700C,0.627458090802,0.363
1381,C2_04720C,2.68638348709,0.896
1382,C2_04730W,2.89650768301,-0.097
1383,C2_04750W,2.72707939186,2.296
1384,C2_04780W,3.93004970059,-0.381
1385,C2_04820W,3.09614378696,0.296
1386,C2_04830W,4.24319315277,1.867
1387,C2_04850C,-6.84435725229,0.135
1388,C2_04890C,-5.64126538691,
1389,C2_04910W,-5.60731805499,-1.345
1390,C2_04920W,-4.02235555427,
1391,C2_04940C,-4.85885682199,0.068
1392,C2_04970W,-7.10981839552,0.834
1393,C2_05010W,-2.27869530753,
1394,C2_05020W,-3.02235555427,-0.159
1395,C2_05030C,-2.79996313293,-0.279
1396,C2_05040C,-1.82380987489,0.685
1397,C2_05050C,-3.16253321232,0.563
1398,C2_05060C,-3.79996313293,0.794
1399,C2_05070W,-4.46292814565,2.178
1400,C2_05080C,0.315514084488,-0.376
1401,C2_05110W,3.77206031208,0.352
1402,C2_05120C,-1.21500063221,0.387
1403,C2_05130W,-1.34428364916,0.352
1404,C2_05140W,-3.43739305355,-0.834
1405,C2_05150W,-1.85885682199,-1.2
1406,C2_05160C,-5.25062454194,-1.708
1407,C2_05170W,-4.25939475157,-0.866
1408,C2_05180W,0.797174081735,-3.094
1409,C2_05200C,-3.3064989867,-1.027
1410,C2_05220C,-2.63003813149,0.516
1411,C2_05240C,-0.190338577977,
1412,C2_05250C,1.54133028682,2.64
1413,C2_05260W,-3.31933729203,-0.173
1414,C2_05280C,2.36996186851,0.121
1415,C2_05290C,-4.74897920421,0.495
1416,C2_05310C,-1.84726884771,1.078
1417,C2_05330C,-1.51139363499,-1.41
1418,C2_05350C,-0.83167199266,0.232
1419,C2_05360C,-1.4589262151,0.182
1420,C2_05370C,-0.781847194825,-0.575
1421,C2_05380W,-3.83949149712,-1.861
1422,C2_05390C,0.559439667374,0.896
1423,C2_05400W,-3.90889750449,0.438
1424,C2_05420C,-3.79996313293,0.335
1425,C2_05430C,-5.01201361005,
1426,C2_05440W,-0.603271221927,-0.182
1427,C2_05450C,-0.700427459381,0.047
1428,C2_05480C,-2.72957380504,1.533
1429,C2_05490W,-1.38492563365,0.502
1430,C2_05510C,-4.64605044948,0.567
1431,C2_05520W,-2.66245960918,-0.189
1432,C2_05550W,-2.0015969941,1.182
1433,C2_05560W,-4.60158168544,1.423
1434,C2_05570C,0.177316790568,-0.001
1435,C2_05580W,-0.877965644934,0.301
1436,C2_05590C,-2.2853899601,1.274
1437,C2_05600W,2.00223008401,-0.752
1438,C2_05630C,-5.59747026903,
1439,C2_05640W,0.669522150369,0.124
1440,C2_05650W,-3.04507563077,1.068
1441,C2_05660W,-1.21500063221,1.198
1442,C2_05700W,-2.65978547488,1.175
1443,C2_05740W,1.57036528607,-0.612
1444,C2_05760C,-0.925494015016,-0.25
1445,C2_05770W,-0.873963714376,0.594
1446,C2_05780C,0.93042980731,0.241
1447,C2_05800C,-0.820980914201,0.763
1448,C2_05810W,0.0651072869816,-0.198
1449,C2_05820W,-5.37487196899,-0.352
1450,C2_05840W,-1.71142645833,-0.431
1451,C2_05850C,-6.02051420744,0.245
1452,C2_05860C,-3.67443225085,-2.937
1453,C2_05870W,-5.12927075819,0.074
1454,C2_05880W,0.0515143423576,-0.521
1455,C2_05890C,2.94401547006,1.587
1456,C2_05900W,-3.72455573027,0.958
1457,C2_05950C,-3.29592062759,-0.397
1458,C2_05960C,0.624626736493,1.319
1459,C2_05970C,-0.334053303855,1.038
1460,C2_05980C,0.231063762688,0.761
1461,C2_05990C,-4.76958948389,-0.631
1462,C2_06010W,-0.939366189598,-1.229
1463,C2_06020W,-4.06049068316,-0.466
1464,C2_06030W,-1.70374781767,-0.036
1465,C2_06040C,0.411955957175,-0.044
1466,C2_06050C,-4.23736844524,
1467,C2_06060C,-4.35795858605,1.715
1468,C2_06070W,0.0324369185716,1.203
1469,C2_06080C,-3.93547810359,0.689
1470,C2_06090W,1.05975625865,-0.88
1471,C2_06100W,1.36996186851,1.491
1472,C2_06110W,-1.05888143029,1.255
1473,C2_06130W,-1.9030566259,1.591
1474,C2_06140C,1.21126412249,1.179
1475,C2_06150C,1.78871287059,0.292
1476,C2_06170C,1.70325621835,-0.768
1477,C2_06180C,0.142892959964,2.824
1478,C2_06190W,-2.32770076496,-0.095
1479,C2_06200C,1.23013889886,-0.261
1480,C2_06210C,-0.819591939681,1.064
1481,C2_06220C,1.10202866326,-0.428
1482,C2_06230W,-0.847791658023,-0.656
1483,C2_06260W,-2.85403980569,0.155
1484,C2_06270W,-0.400556285367,0.547
1485,C2_06280C,-1.60602125037,0.884
1486,C2_06320W,-1.00577267007,0.435
1487,C2_06330C,-3.91403489964,-0.885
1488,C2_06340W,-2.12646395761,1.496
1489,C2_06350C,1.64126389033,0.871
1490,C2_06370C,-3.26080432182,1.411
1491,C2_06400C,1.50681273672,-1.098
1492,C2_06410W,-2.18448420569,-0.404
1493,C2_06430C,1.13117500892,-1.023
1494,C2_06440C,0.647495844039,-0.745
1495,C2_06450C,-1.24356978441,1.335
1496,C2_06460W,2.06510728698,0.738
1497,C2_06470W,1.80994572492,2.701
1498,C2_06490W,-0.841816100504,0.507
1499,C2_06500W,-0.536928727099,
1500,C2_06510W,-1.51487180623,0.467
1501,C2_06550W,-3.67865683671,0.566
1502,C2_06560W,0.299572540619,0.155
1503,C2_06570C,-1.97243032894,-0.463
1504,C2_06590C,-3.57574797599,1.57
1505,C2_06600W,-0.431812021284,-0.852
1506,C2_06610C,0.203889192563,-0.489
1507,C2_06630C,-3.4726302336,2.631
1508,C2_06680W,1.17619012511,-1.919
1509,C2_06690C,-1.72052866544,0.775
1510,C2_06700W,-0.484187265027,2.104
1511,C2_06710W,-0.124614395754,0.464
1512,C2_06720W,-3.29782706334,3.164
1513,C2_06730W,1.05178590848,0.727
1514,C2_06750C,-1.29432308487,0.225
1515,C2_06760C,1.33519645035,0.627
1516,C2_06770W,-0.918607629431,2.482
1517,C2_06780C,-3.32352508899,-0.766
1518,C2_06790W,-2.04932260187,-0.762
1519,C2_06800C,1.45959908099,-0.737
1520,C2_06840W,-2.81882216018,0.379
1521,C2_06850W,-0.516381349694,-0.333
1522,C2_06860W,2.55053411415,-0.927
1523,C2_06870C,1.14454175448,0.947
1524,C2_06880C,-3.66585326596,-0.369
1525,C2_06910W,0.813013743958,0.297
1526,C2_06920C,0.518605949865,-0.589
1527,C2_06930C,0.182334865334,1.117
1528,C2_06940C,-1.21500063221,1.195
1529,C2_06970W,-2.49703599998,-2.302
1530,C2_06980W,0.238511014882,0.313
1531,C2_06990W,-1.03789640516,1.008
1532,C2_07010W,-2.93381887967,2.086
1533,C2_07020C,-0.999832537643,-0.872
1534,C2_07030C,0.274101853102,0.47
1535,C2_07070W,2.34299482091,-0.027
1536,C2_07080C,0.897208871375,-0.308
1537,C2_07090C,-0.496468018699,-0.594
1538,C2_07110C,-2.50983506622,0.541
1539,C2_07130C,0.521964961955,-0.679
1540,C2_07140W,2.87086010444,1.483
1541,C2_07160W,-4.22732391066,-0.546
1542,C2_07170C,-0.59318291063,-1.876
1543,C2_07180W,0.441266902583,1.876
1544,C2_07200W,0.511980873382,-0.457
1545,C2_07210C,-1.33699115659,1.391
1546,C2_07220W,2.35485497612,2.466
1547,C2_07230C,-1.04507563077,-0.82
1548,C2_07240C,-1.91544035035,-0.496
1549,C2_07250C,-0.60202375532,-1.538
1550,C2_07270W,-0.193141198247,2.696
1551,C2_07280W,4.28041028353,3.692
1552,C2_07290W,-0.194822750274,0.637
1553,C2_07360W,0.126036285624,-0.21
1554,C2_07370W,-2.30246347346,-1.038
1555,C2_07390C,-2.96223456183,-0.08
1556,C2_07400C,-0.0259668078211,0.647
1557,C2_07410W,0.762973061459,1.397
1558,C2_07420W,-0.72279527241,-0.556
1559,C2_07430C,0.0580178621952,-1.521
1560,C2_07440C,2.15791139139,-1.677
1561,C2_07480W,4.28142519391,1.36
1562,C2_07510W,3.65536408737,0.05
1563,C2_07530C,1.10692746268,2.795
1564,C2_07540W,-1.71095812687,0.483
1565,C2_07550W,0.434502120705,0.262
1566,C2_07570W,3.09727729264,-1.559
1567,C2_07580W,-0.63003813149,-1.851
1568,C2_07600C,-1.04507563077,2.793
1569,C2_07610C,-3.6592191569,0.352
1570,C2_07620W,-0.999271941156,-2.138
1571,C2_07630C,-0.215000632211,-3.343
1572,C2_07640W,-1.77687951982,-1.061
1573,C2_07650C,6.63048941873,0.614
1574,C2_07660W,1.06879233379,0.19
1575,C2_07690W,1.9374369425,0.856
1576,C2_07700C,4.31016878367,0.95
1577,C2_07710W,0.937002461234,-0.32
1578,C2_07720C,-0.988229770364,0.652
1579,C2_07730W,-2.52694463853,1.094
1580,C2_07740W,0.553673821682,-0.977
1581,C2_07750W,-1.1191406168,2.543
1582,C2_07760W,-1.39333787347,0.928
1583,C2_07780W,1.5306976985,4.772
1584,C2_07790C,3.25748713925,1.202
1585,C2_07800W,-1.09992410776,0.046
1586,C2_07810W,2.92250289154,0.244
1587,C2_07820C,0.900476585209,-1.843
1588,C2_07830W,1.94027759327,-1.618
1589,C2_07840W,0.340899402908,-1.573
1590,C2_07850C,-0.346912307717,
1591,C2_07860W,-0.215000632211,0.527
1592,C2_07870C,-0.248167496146,
1593,C2_07880W,-0.399425203349,0.697
1594,C2_07890W,0.684236390854,-0.831
1595,C2_07900W,1.55758887169,-0.364
1596,C2_07910C,-0.321915836128,0.683
1597,C2_07920W,-0.974737534036,-0.029
1598,C2_07930C,-0.472701593742,0.439
1599,C2_07950W,1.15688319831,-1.068
1600,C2_07970W,0.784999367789,
1601,C2_07980W,0.726896413225,1.3
1602,C2_07990W,1.15897421045,
1603,C2_08010W,0.342481132088,-0.559
1604,C2_08020C,-0.0574593552247,-0.385
1605,C2_08030W,2.47232358614,-0.633
1606,C2_08050C,-0.99551394205,-4.367
1607,C2_08055W,0.977644445731,-0.879
1608,C2_08070C,1.1950876511,-0.082
1609,C2_08080C,-0.505677793114,0.69
1610,C2_08090W,-2.33838304772,0.849
1611,C2_08100W,0.189389622868,1.821
1612,C2_08110W,2.20350072237,0.27
1613,C2_08120W,1.0990005469,-0.964
1614,C2_08130W,2.63744217937,-0.412
1615,C2_08140C,0.871653750043,-2.99
1616,C2_08150W,1.27042619496,-2.625
1617,C2_08160C,3.34194749234,-1.086
1618,C2_08170W,2.47305536147,2.673
1619,C2_08200W,1.25212537822,-1.007
1620,C2_08210C,2.46379825454,-0.029
1621,C2_08240W,-1.9398008454,-0.656
1622,C2_08260W,0.737019338887,-6.747
1623,C2_08270C,1.59898738218,-1.09
1624,C2_08280W,0.134941838846,-0.201
1625,C2_08290C,3.38290092422,-0.084
1626,C2_08300C,4.12682702011,-0.217
1627,C2_08330W,1.22860601926,-0.42
1628,C2_08340C,2.39380861046,-1.978
1629,C2_08350C,0.142811998375,-1.794
1630,C2_08360C,-0.311430394894,0.537
1631,C2_08370C,-0.923537818051,-0.5
1632,C2_08390W,1.86616222068,-1.509
1633,C2_08400C,1.12621880128,0.223
1634,C2_08420W,3.86181496484,0.163
1635,C2_08430C,1.92001047219,-1.559
1636,C2_08440W,3.63145410954,-0.392
1637,C2_08450W,2.63966000462,-0.556
1638,C2_08460C,-0.315164794137,1.153
1639,C2_08470C,1.12691893786,0.243
1640,C2_08480W,1.92548059134,-0.933
1641,C2_08490W,-2.18803358461,-0.144
1642,C2_08510W,-1.89732201033,0.422
1643,C2_08520C,4.95937027426,4.784
1644,C2_08530C,1.14957180008,0.895
1645,C2_08540C,0.356905715685,0.601
1646,C2_08550C,-1.82777498295,-0.07
1647,C2_08570W,1.33561036372,-1.18
1648,C2_08580W,-0.215000632211,2.871
1649,C2_08590W,2.50120640179,-0.123
1650,C2_08600W,4.10692746268,1.007
1651,C2_08620W,1.79398815102,2.954
1652,C2_08630C,1.71583734328,-0.999
1653,C2_08640C,-0.419359130717,-1.541
1654,C2_08650W,-1.405778949,0.807
1655,C2_08660C,0.178913575502,-1.099
1656,C2_08680W,1.74582877051,-0.874
1657,C2_08690C,-2.200304121,0.11
1658,C2_08700C,-0.574730759811,-0.529
1659,C2_08710W,0.135032800357,-0.529
1660,C2_08720W,-1.82971047633,-0.581
1661,C2_08730W,-1.22787043246,-0.756
1662,C2_08740W,-0.836489008957,-0.529
1663,C2_08750W,2.77804660715,-0.54
1664,C2_08770C,-0.042450161362,0.303
1665,C2_08790W,1.5954271239,1.656
1666,C2_08800C,1.59806794104,0.607
1667,C2_08820C,0.0480337736226,-1.503
1668,C2_08830W,1.32689314662,-1.471
1669,C2_08850C,0.947474064746,0.201
1670,C2_08860W,1.56850754789,-0.424
1671,C2_08870C,-0.814038318144,-0.697
1672,C2_08880W,-0.321259319602,-0.63
1673,C2_08890W,0.847283646043,1.475
1674,C2_08900W,-2.23099266498,-0.069
1675,C2_08910C,0.136926823213,0.394
1676,C2_08920W,1.50070584258,-0.01
1677,C2_08940C,1.57499067091,0.505
1678,C2_08950W,1.42058794158,-0.255
1679,C2_08960C,0.193183196027,0.85
1680,C2_08970C,1.64608627378,1.452
1681,C2_08980C,0.801807655475,-1.488
1682,C2_08990C,1.76589054484,0.217
1683,C2_09000C,2.13934894037,1.713
1684,C2_09010W,3.20646313623,0.505
1685,C2_09030W,2.37795465926,1.337
1686,C2_09040W,1.35725081676,0.293
1687,C2_09050C,3.01206827633,1.929
1688,C2_09060C,-0.814821091659,0.423
1689,C2_09070C,2.63982830783,0.983
1690,C2_09080C,4.90601476875,4.381
1691,C2_09100C,1.50642411106,-0.038
1692,C2_09110C,3.11777484491,-0.649
1693,C2_09120C,2.52865961453,2.051
1694,C2_09130C,1.45427815444,-0.193
1695,C2_09140C,-0.089208982835,-0.842
1696,C2_09150W,-0.416207723657,0.532
1697,C2_09170W,4.88545954957,0.764
1698,C2_09180W,2.79880516731,0.224
1699,C2_09200W,-0.0454204019596,
1700,C2_09210W,1.90323113505,7.101
1701,C2_09220W,0.81112295472,4.342
1702,C2_09230C,2.97482392667,-0.294
1703,C2_09240C,1.52683071713,-0.205
1704,C2_09250W,1.91461210592,1.659
1705,C2_09260C,-7.69073406318,0.676
1706,C2_09280C,-6.94292108677,-0.365
1707,C2_09290W,-6.78485624054,0.155
1708,C2_09330C,-1.7240142797,0.497
1709,C2_09340W,-3.04789064638,-0.376
1710,C2_09350W,0.387663870243,-0.418
1711,C2_09360W,0.348900252982,-0.666
1712,C2_09390W,-1.98053537857,0.954
1713,C2_09410W,-5.28108982267,1.035
1714,C2_09420W,-1.24248136863,0.432
1715,C2_09460C,1.03580747129,-1.137
1716,C2_09470C,-0.407645710154,2.996
1717,C2_09480W,0.101473032584,0.807
1718,C2_09490W,3.53988686995,2.659
1719,C2_09500W,0.306536488368,-0.032
1720,C2_09510C,-1.71750097274,-0.434
1721,C2_09530W,0.545953318147,-1.158
1722,C2_09540W,-1.18734428931,4.374
1723,C2_09550C,1.35019861369,0.374
1724,C2_09560C,-0.868078157857,0.616
1725,C2_09570C,-2.87796564493,0.647
1726,C2_09580W,-2.58845902774,0.311
1727,C2_09590C,-0.910146050683,3.392
1728,C2_09600C,-2.35586316805,1.197
1729,C2_09610W,-1.06701060127,-0.061
1730,C2_09620W,0.200036867068,-0.259
1731,C2_09630C,-1.37519506088,0.811
1732,C2_09650W,-1.43739305355,0.488
1733,C2_09660W,-1.45446656691,-0.573
1734,C2_09690C,-2.67443225085,-0.009
1735,C2_09700W,-4.55347990336,0.306
1736,C2_09710C,-0.203773376788,0.648
1737,C2_09750W,0.315514084488,-0.026
1738,C2_09760W,-5.4844613072,0.75
1739,C2_09770C,-3.21500063221,0.98
1740,C2_09780C,1.36996186851,0.821
1741,C2_09790W,-1.44326961988,1.137
1742,C2_09800C,0.547500054062,2.197
1743,C2_09810C,0.161375246699,0.047
1744,C2_09820W,-2.67690473653,-3.131
1745,C2_09830C,-1.9650223792,0.147
1746,C2_09850C,2.63446168335,-0.604
1747,C2_09860C,0.690671985241,0.107
1748,C2_09870W,-2.61189078478,-0.706
1749,C2_09880C,-1.60531570208,-2.145
1750,C2_09890W,-4.76651664984,-0.771
1751,C2_09920W,-0.545473836232,-0.242
1752,C2_09930W,-1.49063507482,0.058
1753,C2_09940W,0.473797679495,-1.271
1754,C2_09950W,0.646969216896,-1.716
1755,C2_09960W,-0.606191389536,1.278
1756,C2_09970C,-0.122554383447,-0.768
1757,C2_09980W,0.521964961955,1.194
1758,C2_09990C,-3.10374388111,-0.584
1759,C2_10000C,1.72086903037,1.94
1760,C2_10010C,-1.66503355285,1.218
1761,C2_10020C,-2.77978525099,4.266
1762,C2_10030C,-1.96632151935,0.548
1763,C2_10040W,-0.708040643491,-1.257
1764,C2_10050W,-0.391878394295,-1.045
1765,C2_10070W,-0.127537790961,-0.534
1766,C2_10080W,-0.852085864008,0.333
1767,C2_10110W,-2.89341404402,-1.092
1768,C2_10130W,-4.31933729203,-0.1
1769,C2_10140W,1.38972512333,0.42
1770,C2_10150W,-2.87509746299,4.573
1771,C2_10160W,-3.60731805499,6.514
1772,C2_10170C,-1.17703278201,-1.04
1773,C2_10180W,-3.18183376828,0.017
1774,C2_10190C,-0.449465885848,0.256
1775,C2_10220C,4.5048914486,-0.416
1776,C2_10230W,-1.28263934909,-0.289
1777,C2_10240W,-0.198321891065,-1.811
1778,C2_10250C,0.540461305572,-0.328
1779,C2_10260C,-0.470839536641,0.648
1780,C2_10270W,2.01702049032,0.92
1781,C2_10300C,-0.900127294858,0.602
1782,C2_10310C,-0.478035038045,2.658
1783,C2_10320C,2.61549962649,1.179
1784,C2_10330C,-1.2940722032,-0.221
1785,C2_10350C,-0.799963132932,-1.244
1786,C2_10420W,0.496653873426,1.456
1787,C2_10430C,-2.90247804356,3.568
1788,C2_10440C,0.500696345201,-0.657
1789,C2_10450W,1.52006542904,0.829
1790,C2_10460C,0.0144812139116,-0.521
1791,C2_10470C,-2.63584375317,-0.331
1792,C2_10480W,-3.13732126839,-0.425
1793,C2_10490C,-2.79790654664,
1794,C2_10500W,-2.21500063221,
1795,C2_10530C,1.9256982307,-1.494
1796,C2_10540W,0.0220385650897,-0.608
1797,C2_10550C,-2.3081100366,-0.765
1798,C2_10560C,2.14670736466,-0.5
1799,C2_10570W,-0.508731835268,0.185
1800,C2_10580W,-0.297462792403,1.355
1801,C2_10590W,-1.51727020133,1.618
1802,C2_10600W,-0.672045658012,-0.736
1803,C2_10610W,1.97823174272,-0.701
1804,C2_10630W,0.969423938926,1.088
1805,C2_10650W,-3.19380640994,-1.937
1806,C2_10660W,-2.32191583613,-0.052
1807,C2_10670W,1.1199836155,0.735
1808,C2_10690W,-0.918144559281,-1.335
1809,C2_10720C,-0.677734873521,1.575
1810,C2_10730W,-0.281089822669,0.173
1811,C2_10750C,0.358557105238,0.317
1812,C2_10780C,-1.85990567339,-0.504
1813,C2_10800W,-2.07298162734,1.348
1814,C2_10810W,-0.81145877177,-0.654
1815,C2_10820C,2.03292688123,0.826
1816,C2_10830W,1.05508853116,1.124
1817,C2_10840W,-1.04323428394,0.887
1818,C2_10850C,4.0546975039,0.601
1819,C2_10870W,0.189065749247,-1.701
1820,C3_00010C,-1.73856258827,-0.529
1821,C3_00020W,0.702537207597,
1822,C3_00030C,1.12286900655,-0.441
1823,C3_00040W,-0.833646259189,
1824,C3_00050C,-2.20454627457,-0.653
1825,C3_00060W,-0.74766862549,-0.395
1826,C3_00130C,-1.64057106026,-1.275
1827,C3_00140W,1.2281291741,
1828,C3_00150W,3.7774656951,
1829,C3_00160C,-0.659975415644,-0.604
1830,C3_00170C,-0.976213772624,-2.437
1831,C3_00180C,-1.66690160314,-1.227
1832,C3_00190W,-1.17435864771,
1833,C3_00200C,0.484732055756,-0.545
1834,C3_00210C,-1.11510206216,0.279
1835,C3_00220W,-0.660140163279,-1.706
1836,C3_00230C,-1.48377902058,-1.682
1837,C3_00240C,2.13984208515,-0.371
1838,C3_00260C,2.47848632529,1.229
1839,C3_00270C,0.430715899589,-0.783
1840,C3_00300W,0.0651072869816,-1.016
1841,C3_00320W,0.87810877218,-2.328
1842,C3_00340W,1.39875029193,0.233
1843,C3_00360W,-1.14492219648,-1.605
1844,C3_00370C,-0.999271941156,-0.958
1845,C3_00390W,1.79219486919,0.38
1846,C3_00400C,2.1847796078,-1.41
1847,C3_00430W,-0.0527292033123,0.799
1848,C3_00440W,-0.731015779215,1.159
1849,C3_00470W,0.662743617738,0.401
1850,C3_00480C,-4.32273087205,-0.471
1851,C3_00510W,-2.13959322955,-0.235
1852,C3_00520W,0.486559625824,0.593
1853,C3_00540C,-1.85390194004,1.128
1854,C3_00550C,3.46780919191,-0.267
1855,C3_00570C,-0.475528182434,-0.759
1856,C3_00580W,1.16746900461,-0.354
1857,C3_00590W,-0.362342348286,
1858,C3_00600W,0.655870740596,1.218
1859,C3_00610W,-2.67443225085,0.5
1860,C3_00620C,3.33519645035,0.053
1861,C3_00630W,1.31326714549,-0.593
1862,C3_00650W,-1.05972240673,0.831
1863,C3_00680C,1.35059654364,
1864,C3_00690C,-1.30768263472,-0.245
1865,C3_00700W,-1.43109581509,-0.473
1866,C3_00710W,0.332487163091,1.62
1867,C3_00730W,-0.499568199595,-0.03
1868,C3_00740W,-1.10808542829,
1869,C3_00750W,0.0625333433177,0.132
1870,C3_00760W,-0.106476175433,3.647
1871,C3_00780W,2.57217640791,0.167
1872,C3_00800W,2.16904917458,-1.276
1873,C3_00810C,-1.63603687211,-0.266
1874,C3_00820W,0.136902522122,0.338
1875,C3_00840C,-2.85149343357,-0.403
1876,C3_00850C,1.83169260324,-1.004
1877,C3_00870W,1.00739178913,0.59
1878,C3_00890C,-0.015391606519,-0.011
1879,C3_00900C,3.16073390637,0.818
1880,C3_00910W,-0.298658561258,-0.789
1881,C3_00920W,-0.687753629346,-3.768
1882,C3_00930W,1.39757409972,0.577
1883,C3_00940W,2.67714337803,-0.694
1884,C3_00950C,0.134745406816,0.717
1885,C3_00960W,-3.19989373982,1.27
1886,C3_00970W,-1.62380617778,
1887,C3_00980W,-0.71148794511,-0.536
1888,C3_00990C,-3.40860463012,-1.411
1889,C3_01010W,2.39072042868,0.478
1890,C3_01020W,2.67714337803,-0.262
1891,C3_01040C,-3.74002059248,-0.41
1892,C3_01050C,-0.812563169712,0.607
1893,C3_01060W,-0.628540783104,-0.582
1894,C3_01090W,-0.204732296757,-0.589
1895,C3_01100W,-0.136223518827,0.784
1896,C3_01110C,-0.18023521405,0.492
1897,C3_01120W,3.21323636482,0.29
1898,C3_01130C,-0.331514640938,0.206
1899,C3_01140W,0.572005644455,0.096
1900,C3_01150C,-0.858856821986,0.974
1901,C3_01170W,1.28315704097,0.947
1902,C3_01180C,-1.56292393563,-0.764
1903,C3_01190C,2.479260511,0.074
1904,C3_01210C,0.465720851315,1.008
1905,C3_01220W,2.8105344599,-0.035
1906,C3_01230C,2.05561836885,-0.004
1907,C3_01240C,2.42885555756,
1908,C3_01250W,0.47767568581,1.993
1909,C3_01260C,1.34675447735,-0.782
1910,C3_01270W,-0.129270758185,4.31
1911,C3_01280W,-0.401273627741,-0.49
1912,C3_01290W,-1.93489271302,-0.695
1913,C3_01310W,-0.153600087547,-1.189
1914,C3_01320C,-0.129609140981,-1.017
1915,C3_01330W,0.709994939587,-0.252
1916,C3_01340W,1.31992118601,-0.011
1917,C3_01350C,-1.47803503804,0.081
1918,C3_01360C,2.46572085132,-0.3
1919,C3_01370C,4.00791745685,0.919
1920,C3_01410C,-1.85492959215,-0.09
1921,C3_01420C,-0.580317656525,-0.576
1922,C3_01430W,1.21309301989,-0.157
1923,C3_01440C,1.06853208394,0.453
1924,C3_01450C,-0.232811908328,0.599
1925,C3_01460C,-1.35939054155,-0.282
1926,C3_01470W,-0.0422102970745,0.417
1927,C3_01500C,-0.723612246802,0.7
1928,C3_01510W,0.121048570921,0.455
1929,C3_01520C,2.01715266941,-1.537
1930,C3_01540W,-3.26746805211,11.135
1931,C3_01550C,-0.106408070774,0.923
1932,C3_01570W,2.42295495612,1.03
1933,C3_01580W,-0.386046173547,-0.656
1934,C3_01590W,-0.00968172423366,-0.506
1935,C3_01610W,0.566952416728,0.569
1936,C3_01620W,1.24690347211,-0.442
1937,C3_01640C,1.75293815856,1.345
1938,C3_01660W,-0.777595319904,-1.014
1939,C3_01670W,-5.6149312391,-0.874
1940,C3_01680C,3.71099878635,-0.803
1941,C3_01690W,1.10692746268,0.525
1942,C3_01710C,-0.0806995404996,-0.816
1943,C3_01730C,-0.215000632211,1.348
1944,C3_01740C,0.30583153109,0.986
1945,C3_01750C,2.72103630906,0.294
1946,C3_01780C,-0.523549697297,0.047
1947,C3_01790C,0.954924369231,-0.146
